protocol_type,src_ip,dst_ip,src_port,dst_port,flag,src_bytes,dst_bytes,duration,count,label
udp,192.168.1.152,192.168.1.190,39589,53,OTH,218,386,0.485793,4,normal
udp,192.168.1.79,239.255.255.250,39024,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,43711,53,OTH,218,386,0.000375,4,normal
udp,192.168.1.79,192.168.1.255,40489,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.35,192.168.1.1,47747,53,OTH,158,174,0.002712,4,xss
tcp,192.168.1.30,192.168.1.180,41653,7778,SYN,64,0,0.0,1,scanning
tcp,192.168.1.32,192.168.1.195,8937,1958,SYN,64,0,0.0,1,scanning
udp,192.168.1.152,192.168.1.190,50490,53,OTH,218,386,0.000237,4,normal
udp,192.168.1.79,192.168.1.255,44501,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,42603,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,41041,53,OTH,218,386,0.000242,4,normal
udp,192.168.1.79,192.168.1.255,39993,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,35998,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.180,46138,45351,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.180,21388,3750,SYN,64,0,0.0,1,scanning
udp,192.168.1.39,192.168.1.1,57865,53,OTH,164,196,0.002938,4,xss
udp,192.168.1.180,192.168.1.190,36502,53,OTH,83,366,0.070741,2,injection
udp,192.168.1.79,239.255.255.250,50733,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.17,224.0.0.252,59816,5355,OTH,132,0,0.303163,2,normal
udp,192.168.1.152,192.168.1.190,59047,53,OTH,218,386,0.000574,4,normal
udp,192.168.1.30,192.168.1.1,54629,53,OTH,102,102,0.002258,2,ddos
udp,192.168.1.1,192.168.1.195,51449,59512,OTH,661,0,0.00111,2,dos
udp,192.168.1.79,239.255.255.250,54637,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.195,239.255.255.250,59443,1900,OTH,6606,0,59.98439,38,injection
udp,192.168.1.152,192.168.1.190,35014,53,OTH,218,386,0.000175,4,normal
tcp,192.168.1.30,192.168.1.195,42241,48205,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.184,46012,443,ACK,1554,7981,0.15842,20,ddos
tcp,192.168.1.39,192.168.1.152,4836,4836,SYN,6200,0,0.164649,100,dos
udp,192.168.1.152,192.168.1.190,34419,53,OTH,218,386,0.000207,4,normal
tcp,192.168.1.30,192.168.1.190,54184,80,SYN,144,76,0.001526,3,ddos
udp,192.168.1.180,103.126.53.123,123,123,OTH,736,736,67.012412,16,injection
udp,192.168.1.152,192.168.1.190,48405,53,OTH,218,386,0.000242,4,normal
udp,192.168.1.79,192.168.1.255,58628,15600,OTH,79,0,0.0,1,normal
udp,127.0.0.1,127.0.0.1,36579,53,OTH,156,361,0.000171,4,normal
udp,192.168.1.190,193.0.14.129,6035,53,OTH,72,1141,0.022666,2,password
tcp,192.168.1.152,52.26.235.130,45434,443,ACK,2545,4647,61.020012,30,normal
udp,192.168.1.79,192.168.1.255,49085,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.195,45005,49925,OTH,366,0,0.0,1,injection
udp,192.168.1.79,192.168.1.255,46839,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,45376,443,SYN,144,76,0.001316,3,ddos
udp,192.168.1.79,239.255.255.250,36668,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,47535,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,18.184.104.180,41732,80,ACK,710,13007,1.285885,18,injection
udp,192.168.1.103,224.0.0.252,60426,5355,OTH,154,0,0.410913,2,normal
udp,192.168.1.46,224.0.0.252,51858,5355,OTH,77,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,50773,53,OTH,218,386,0.000214,4,normal
udp,192.168.1.79,239.255.255.250,58916,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.195,192.168.1.79,50271,7678,ACK,504,2059,0.015388,11,injection
tcp,192.168.1.35,192.168.1.190,50046,80,ACK,132,66,0.004465,3,xss
udp,172.17.0.3,192.168.1.190,35423,53,OTH,168,724,0.000945,4,password
tcp,192.168.1.32,192.168.1.180,46718,43914,SYN,64,0,0.0,1,scanning
udp,192.168.1.152,192.168.1.190,56650,53,OTH,218,386,0.000218,4,normal
udp,192.168.1.190,131.253.21.2,39860,53,OTH,90,201,0.062124,2,normal
udp,192.168.1.180,192.168.1.190,48830,53,OTH,94,142,0.000362,2,ransomware
udp,192.168.1.190,203.119.86.101,54858,53,OTH,145,816,0.023845,2,injection
tcp,192.168.1.31,192.168.1.190,47808,80,ACK,625,2335,0.00377,11,injection
tcp,192.168.1.35,192.168.1.195,39432,80,ACK,727,1576,0.022995,11,xss
udp,192.168.1.39,192.168.1.1,58921,53,OTH,158,174,0.006315,4,xss
udp,192.168.1.79,239.255.255.250,45282,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.195,192.168.1.79,50052,9197,ACK,479,3900,0.016472,12,injection
udp,192.168.1.79,239.255.255.250,36241,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.193,117.18.237.29,49216,80,ACK,993,2158,54.541128,18,ddos
tcp,192.168.1.30,192.168.1.195,11858,54356,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,54786,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,173.245.59.131,32071,53,OTH,82,138,0.013674,2,ransomware
udp,192.168.1.152,192.168.1.190,39762,53,OTH,218,386,0.00028,4,normal
udp,127.0.0.1,127.0.0.1,36179,53,OTH,156,361,0.00018,4,normal
udp,192.168.1.79,192.168.1.255,39813,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.39,18.194.169.124,41126,80,ACK,650,404,0.998692,10,xss
udp,192.168.1.79,192.168.1.255,57968,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.193,192.168.1.1,50301,41952,ACK,688,2419,0.216366,15,injection
udp,172.17.8.219,224.0.0.251,5353,5353,OTH,206,0,0.923485,2,normal
udp,192.168.1.190,192.42.93.30,5395,53,OTH,87,808,0.136768,2,normal
tcp,192.168.1.31,192.168.1.169,36708,443,PSH,1397,2074,0.042172,13,scanning
udp,192.168.1.35,192.168.1.1,57972,53,OTH,316,348,31.264757,8,xss
tcp,192.168.1.30,192.168.1.180,6585,54078,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,192.168.1.255,39677,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,46458,80,ACK,518,3526,0.00211,12,password
udp,192.168.1.31,192.168.1.1,42368,53,OTH,81,97,0.003025,2,dos
tcp,192.168.1.30,192.168.1.193,45900,80,SYN,76,62,1.7e-05,2,password
udp,192.168.1.103,224.0.0.252,59683,5355,OTH,154,0,0.410486,2,normal
udp,192.168.1.79,239.255.255.250,43577,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,46085,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,47700,80,ACK,598,2335,0.011394,11,injection
tcp,192.168.1.195,192.168.1.79,50089,9197,ACK,636,23131,0.02045,26,injection
tcp,192.168.1.39,52.28.231.150,56652,80,ACK,667,404,1.011591,10,xss
tcp,192.168.1.30,18.195.161.8,4972,4972,SYN,12400,0,0.20032,200,dos
udp,192.168.1.17,224.0.0.252,65068,5355,OTH,154,0,0.410393,2,normal
tcp,192.168.1.30,192.168.1.184,42900,443,SYN,144,76,0.000533,3,ddos
udp,192.168.1.79,239.255.255.250,50863,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,192.5.6.30,64552,53,OTH,86,807,0.013122,2,normal
tcp,192.168.1.31,176.28.50.165,45738,80,ACK,650,2569,1.679707,12,injection
udp,192.168.1.79,192.168.1.255,50241,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,46980,80,ACK,613,2335,0.021412,11,injection
tcp,192.168.1.35,52.28.231.150,39330,80,ACK,2445,74,0.314418,5,xss
udp,192.168.1.79,192.168.1.255,41799,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,38966,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.195,192.168.1.79,50127,9197,ACK,698,23131,0.029037,27,injection
tcp,192.168.1.31,192.168.1.190,47690,80,ACK,660,2335,0.004379,11,injection
tcp,192.168.1.32,192.168.1.195,47295,40261,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,192.168.1.255,52548,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,54995,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.195,34553,60712,OTH,456,0,0.0,1,injection
udp,192.168.1.152,192.168.1.190,40503,53,OTH,218,386,0.000256,4,normal
udp,192.168.1.152,192.168.1.190,52453,53,OTH,218,386,0.00043,4,normal
udp,192.168.1.79,239.255.255.250,56250,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.39,176.28.50.165,41342,80,ACK,725,594,1.007922,10,xss
udp,192.168.1.79,192.168.1.255,58773,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,54865,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,36537,15600,OTH,79,0,0.0,1,injection
tcp,192.168.1.30,192.168.1.190,57860,80,SYN,144,76,0.004049,3,ddos
udp,192.168.1.152,192.168.1.190,60742,53,OTH,218,386,0.000201,4,normal
udp,192.168.1.190,131.188.12.100,11547,53,OTH,99,1058,0.306775,2,injection
udp,192.168.1.79,192.168.1.255,46948,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.180,31663,5078,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.190,55092,80,SYN,144,76,1.1e-05,3,ddos
udp,192.168.1.30,192.168.1.1,43637,53,OTH,102,102,0.001739,2,ddos
udp,192.168.1.79,192.168.1.255,36039,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,40727,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.152,49442,80,ACK,605,3856,0.096396,11,injection
udp,192.168.1.190,37.209.192.2,15237,53,OTH,96,317,0.012786,2,password
udp,192.168.1.79,239.255.255.250,55954,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.180,192.168.1.190,46269,53,OTH,84,362,0.000447,2,password
tcp,192.168.1.30,192.168.1.184,46164,443,SYN,144,76,4.1e-05,3,ddos
udp,192.168.1.79,192.168.1.255,54219,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,50596,15600,OTH,79,0,0.0,1,injection
udp,192.168.1.79,192.168.1.255,48414,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.152,40556,80,ACK,495,3924,0.004424,12,password
other,172.17.9.73,224.0.0.251,0,0,OTH,56,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,54247,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.180,48443,10749,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,49105,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,39318,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,55723,53,OTH,218,386,0.00027,4,normal
udp,192.168.1.30,192.168.1.1,55504,53,OTH,162,178,0.00615,4,injection
udp,192.168.1.190,192.5.6.30,34526,53,OTH,85,806,0.012864,2,password
udp,192.168.1.190,131.188.3.2,57793,53,OTH,97,1162,0.308794,2,injection
udp,192.168.1.79,192.168.1.255,56257,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.35,176.28.50.165,47400,80,ACK,2610,660,0.997249,12,xss
udp,192.168.1.79,192.168.1.255,44565,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,43202,15600,OTH,79,0,0.0,1,normal
udp,172.17.5.72,224.0.0.251,5353,5353,OTH,1158,0,7.045032,3,normal
tcp,192.168.1.35,176.28.50.165,46602,80,ACK,4215,726,0.970835,14,xss
udp,192.168.1.195,8.8.8.8,51623,53,OTH,93,229,0.439446,2,normal
udp,192.168.1.152,192.168.1.190,60120,53,OTH,218,386,0.000254,4,normal
udp,192.168.1.152,192.168.1.190,57276,53,OTH,218,386,0.000254,4,normal
udp,192.168.1.152,192.168.1.190,37971,53,OTH,218,386,0.530775,4,normal
udp,192.168.1.152,192.168.1.190,47401,53,OTH,178,732,0.516512,4,normal
tcp,192.168.1.195,192.168.1.79,52291,9197,ACK,442,953,0.019533,10,normal
other,192.168.1.192,192.168.1.190,0,0,OTH,476300,472100,4902.809738,9484,normal
udp,192.168.1.190,131.253.21.2,48769,53,OTH,85,139,0.015354,2,normal
udp,192.168.1.195,192.168.1.190,52980,53,OTH,83,200,1.788997,2,normal
udp,192.168.1.195,8.8.8.8,52429,53,OTH,73,161,0.356035,2,normal
udp,172.17.13.106,172.17.15.255,57621,57621,OTH,82,0,0.0,1,normal
udp,192.168.1.190,173.245.59.201,16348,53,OTH,86,142,0.029026,2,injection
tcp,192.168.1.31,192.168.1.152,49314,80,ACK,560,3856,0.058843,11,injection
udp,192.168.1.79,239.255.255.250,52825,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.193,192.168.1.195,50314,5357,ACK,1320,2674,0.000596,11,injection
tcp,192.168.1.30,18.195.161.8,4973,4973,SYN,12400,0,0.222184,200,dos
tcp,192.168.1.193,216.58.203.99,49175,80,ACK,60,66,0.010206,2,ransomware
tcp,192.168.1.30,18.184.104.180,42198,80,ACK,653,13007,1.488506,18,injection
tcp,192.168.1.30,192.168.1.184,45194,443,SYN,144,76,0.002485,3,ddos
udp,192.168.1.152,192.168.1.190,39312,53,OTH,218,386,0.000272,4,normal
tcp,192.168.1.30,192.168.1.190,59174,80,SYN,144,76,8e-06,3,ddos
udp,192.168.1.190,72.246.46.67,9214,53,OTH,88,116,0.225357,2,password
udp,192.168.1.190,203.83.159.1,35847,53,OTH,81,383,0.238707,2,password
tcp,192.168.1.30,192.168.1.195,4969,4969,SYN,6200,0,0.154894,100,dos
tcp,192.168.1.31,192.168.1.184,60098,21,SYN,76,62,0.000116,2,password
tcp,192.168.1.30,192.168.1.180,3782,10852,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,48297,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.195,63104,57122,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,192.168.1.255,39317,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,55463,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.180,192.30.45.30,33306,43,ACK,495,3681,0.605849,14,password
udp,192.168.1.190,178.63.120.205,32191,53,OTH,94,231,0.325149,2,injection
udp,192.168.1.79,192.168.1.255,34363,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,205.251.195.97,35311,53,OTH,95,232,0.100868,2,normal
udp,192.168.1.193,239.255.255.250,53577,3702,OTH,2664,0,0.258545,4,ransomware
tcp,192.168.1.31,18.184.104.180,41820,80,ACK,688,13007,1.272764,18,injection
tcp,192.168.1.190,192.203.230.10,45538,53,SYN,188,152,2.450795,5,normal
udp,127.0.0.1,127.0.0.1,40771,53,OTH,156,361,0.000165,4,normal
udp,192.168.1.152,192.168.1.190,57886,53,OTH,178,732,0.196771,4,normal
udp,192.168.1.79,192.168.1.255,45469,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,91.189.95.3,48421,53,OTH,89,233,0.30777,2,normal
udp,192.168.1.190,13.107.3.2,19865,53,OTH,92,152,0.072908,2,normal
tcp,192.168.1.190,192.58.128.30,49165,53,SYN,244,228,5.111196,7,normal
udp,192.168.1.79,239.255.255.250,35418,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,199.7.83.42,11298,53,OTH,83,1211,0.232814,2,normal
udp,192.168.1.79,239.255.255.250,52100,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.1,192.168.1.195,57200,64251,OTH,335,0,0.0,1,injection
udp,192.168.1.79,239.255.255.250,35831,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,36874,53,OTH,218,386,0.000265,4,normal
udp,192.168.1.79,192.168.1.255,50923,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,60197,53,OTH,218,386,0.000244,4,normal
udp,192.168.1.152,192.168.1.190,58748,53,OTH,218,386,0.000235,4,normal
udp,192.168.1.133,224.0.0.251,5353,5353,OTH,468,0,3.995475,3,injection
udp,192.168.1.79,192.168.1.255,37164,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.39,192.168.1.1,35198,53,OTH,158,174,0.003854,4,xss
udp,192.168.1.79,192.168.1.255,37068,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,96.7.49.129,52678,53,OTH,122,140,0.1292,2,normal
tcp,192.168.1.35,52.28.231.150,39246,80,ACK,644,404,0.958013,10,xss
tcp,192.168.1.30,192.168.1.184,48784,443,SYN,144,76,0.000529,3,ddos
tcp,192.168.1.30,192.168.1.195,12405,35806,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.184,42536,443,SYN,144,76,0.000141,3,ddos
tcp,192.168.1.30,192.168.1.152,4975,4975,SYN,6200,6200,0.200451,200,dos
udp,192.168.1.79,192.168.1.255,56726,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,40114,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.1,192.168.1.193,59528,60980,OTH,376,0,0.0,1,ransomware
tcp,192.168.1.30,192.168.1.190,56308,80,SYN,144,76,0.000725,3,ddos
udp,192.168.1.195,192.168.1.190,55327,53,OTH,91,249,2.588028,2,normal
udp,192.168.1.79,192.168.1.255,38463,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,59121,53,OTH,218,386,0.000189,4,normal
tcp,192.168.1.32,192.168.1.195,45502,30361,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,216.239.36.10,17149,53,OTH,100,116,0.150332,2,normal
udp,192.168.1.190,192.26.92.30,44169,53,OTH,84,805,0.047331,2,normal
udp,192.168.1.79,239.255.255.250,54357,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.6,239.255.255.250,52365,1900,OTH,507,0,0.614688,3,injection
udp,192.168.1.79,192.168.1.255,44362,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.195,192.168.1.79,57457,9197,ACK,498,3900,0.01207,12,dos
tcp,192.168.1.30,192.168.1.190,56232,80,SYN,144,76,2.8e-05,3,ddos
tcp,192.168.1.30,192.168.1.184,45750,80,ACK,534,387,20.754053,9,ddos
udp,192.168.1.35,192.168.1.1,41492,53,OTH,158,174,0.007058,4,xss
udp,192.168.1.79,192.168.1.255,43765,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.193,192.168.1.79,49182,9197,ACK,561,7065,0.098802,14,ransomware
udp,192.168.1.190,192.5.6.30,24118,53,OTH,86,807,0.012623,2,normal
udp,192.168.1.152,192.168.1.190,33195,53,OTH,218,386,0.000215,4,normal
udp,192.168.1.79,192.168.1.255,59440,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,40302,53,OTH,218,386,0.000266,4,normal
udp,192.168.1.180,192.168.1.190,45078,53,OTH,83,405,0.000756,2,password
udp,127.0.0.1,127.0.0.1,48469,53,OTH,156,361,0.000141,4,normal
tcp,192.168.1.30,192.168.1.180,45194,16576,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.152,60848,21,SYN,76,62,0.000383,2,password
udp,192.168.1.152,192.168.1.190,39601,53,OTH,218,386,0.000237,4,normal
tcp,192.168.1.30,192.168.1.180,32540,5979,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,199.249.223.53,45704,53,OTH,94,165,0.170028,2,injection
udp,192.168.1.79,192.168.1.255,39854,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,91.189.89.199,57865,123,OTH,92,92,2.176657,2,normal
udp,192.168.1.190,23.61.199.131,38066,53,OTH,122,140,0.180971,2,normal
tcp,192.168.1.30,192.168.1.184,4975,4975,SYN,6200,6200,0.191301,200,dos
udp,192.168.1.192,192.168.1.190,37572,53,OTH,156,361,0.000379,4,normal
udp,192.168.1.30,192.168.1.1,38976,53,OTH,79,111,0.002741,2,dos
udp,192.168.1.79,192.168.1.255,52691,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.180,60513,10652,SYN,64,0,0.0,1,scanning
tcp,192.168.1.193,192.168.1.152,49238,1880,ACK,204624,15146239,4883.353829,9925,normal
udp,192.168.1.17,239.255.255.250,60043,1900,OTH,868,0,3.038729,4,normal
tcp,192.168.1.31,18.184.104.180,41736,80,ACK,569,13007,1.325752,17,injection
udp,192.168.1.79,192.168.1.255,53861,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,52053,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,52.59.177.21,36178,80,ACK,671,13007,1.392683,18,injection
udp,127.0.0.1,127.0.0.1,35781,53,OTH,156,361,0.000406,4,normal
udp,192.168.1.79,239.255.255.250,35531,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,65.22.7.1,17676,53,OTH,103,0,0.0,1,ransomware
udp,192.168.1.35,192.168.1.1,43408,53,OTH,158,174,0.002314,4,xss
tcp,192.168.1.32,192.168.1.180,49890,57240,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,33605,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,46260,443,SYN,144,76,0.000465,3,ddos
udp,192.168.1.152,91.189.89.199,47748,123,OTH,92,92,0.646008,2,normal
udp,192.168.1.79,239.255.255.250,37565,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.195,192.168.1.79,50031,9197,ACK,648,7083,0.018745,15,injection
udp,192.168.1.195,8.8.8.8,56141,53,OTH,78,94,0.127139,2,injection
tcp,192.168.1.193,192.168.1.152,49190,1880,ACK,20172,588985,5.706836,537,ransomware
udp,192.168.1.190,204.61.216.50,35396,53,OTH,93,543,0.013401,2,ransomware
udp,192.168.1.79,239.255.255.250,56044,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,205.251.199.90,49284,53,OTH,100,181,0.137366,2,ransomware
tcp,192.168.1.30,192.168.1.184,4971,4971,SYN,6200,6200,0.183011,200,dos
udp,127.0.0.1,127.0.0.1,38857,53,OTH,156,361,0.000108,4,normal
udp,192.168.1.79,239.255.255.250,37088,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,81.91.164.5,45853,53,OTH,97,541,0.313162,2,injection
udp,192.168.1.152,192.168.1.190,46595,53,OTH,218,386,0.000398,4,normal
udp,192.168.1.31,192.168.1.1,40487,53,OTH,132,132,0.00487,4,injection
udp,192.168.1.103,192.168.1.255,137,137,OTH,1692,0,86402.422184,18,normal
udp,192.168.1.190,193.221.113.53,7208,53,OTH,104,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,52804,53,OTH,218,386,0.00023,4,normal
udp,192.168.1.190,205.251.197.153,47698,53,OTH,102,189,0.146454,2,normal
udp,192.168.1.79,192.168.1.255,41520,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,44442,53,OTH,218,386,0.00027,4,normal
tcp,192.168.1.195,192.168.1.79,50123,9197,ACK,442,953,0.010106,10,injection
udp,192.168.1.152,192.168.1.190,60021,53,OTH,218,386,0.00026,4,normal
udp,192.168.1.79,192.168.1.255,47465,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,39228,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,55729,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,47682,80,ACK,681,2335,0.023864,12,injection
udp,192.168.1.103,224.0.0.252,53427,5355,OTH,154,0,0.410664,2,normal
udp,192.168.1.190,205.251.199.134,14060,53,OTH,120,204,0.025831,2,normal
udp,192.168.1.79,239.255.255.250,43692,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.180,27760,13283,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,192.168.1.255,46636,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,38849,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,38077,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,47854,80,ACK,601,2335,0.011844,11,injection
udp,192.168.1.79,239.255.255.250,38525,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.190,56264,80,SYN,144,76,0.000864,3,ddos
tcp,192.168.1.30,192.168.1.190,33298,80,SYN,144,76,4e-06,3,ddos
tcp,192.168.1.31,192.168.1.190,34186,80,ACK,503,999,0.002002,10,password
udp,192.168.1.190,192.5.5.241,16543,53,OTH,72,1141,0.012723,2,injection
udp,192.168.1.79,192.168.1.255,36418,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,185.159.197.130,26918,53,OTH,75,1361,0.177853,2,password
tcp,192.168.1.79,192.168.1.193,49854,2869,SYN,76,62,4.2e-05,2,injection
udp,192.168.1.152,192.168.1.190,48396,53,OTH,218,386,0.000276,4,normal
udp,192.168.1.79,239.255.255.250,58272,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.195,192.168.1.79,50084,9197,ACK,442,706,0.007726,10,injection
udp,192.168.1.79,192.168.1.255,47172,15600,OTH,79,0,0.0,1,dos
udp,192.168.1.152,192.168.1.190,40611,53,OTH,218,386,0.000226,4,normal
udp,192.168.1.79,239.255.255.250,40317,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,58222,15600,OTH,158,0,4854.56564,2,normal
udp,192.168.1.79,239.255.255.250,35313,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.180,192.168.1.190,58622,53,OTH,268,381,0.04268,4,injection
udp,192.168.1.152,192.168.1.190,41194,53,OTH,218,386,0.000223,4,normal
tcp,192.168.1.32,192.168.1.180,31954,39124,SYN,64,0,0.0,1,scanning
udp,192.168.1.180,192.168.1.190,34783,53,OTH,94,142,0.000405,2,ransomware
udp,192.168.1.30,192.168.1.1,60145,53,OTH,98,98,0.00064,2,ddos
tcp,192.168.1.195,192.168.1.195,4970,4970,SYN,7440,0,0.199561,120,dos
udp,192.168.1.1,192.168.1.193,51295,61850,OTH,378,0,0.0,1,injection
tcp,192.168.1.35,192.168.1.195,39568,80,ACK,776,1576,0.050027,11,xss
tcp,192.168.1.30,18.184.104.180,42270,80,ACK,753,13007,1.495286,18,injection
udp,172.17.0.3,192.168.1.190,40926,53,OTH,176,636,0.327961,4,password
udp,192.168.1.79,239.255.255.250,56515,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,47164,80,ACK,622,2335,0.018129,11,injection
tcp,192.168.1.30,192.168.1.180,20282,13739,SYN,64,0,0.0,1,scanning
tcp,192.168.1.32,192.168.1.180,22795,49459,SYN,64,0,0.0,1,scanning
tcp,192.168.1.31,192.168.1.190,47734,80,ACK,632,2335,0.013293,11,injection
udp,192.168.1.190,194.0.1.1,36154,53,OTH,87,878,0.012441,2,password
udp,192.168.1.79,239.255.255.250,41628,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,42020,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,54913,15600,OTH,79,0,0.0,1,normal
